Inicio de registro: 2025-08-07 17:30:00
2025-08-07,19:14:30, Unidad: C°,S1: 20.38, S2: 20.00, S3: 20.25, S4: 20.25, S5: 24.50, S6: 18.94, S7: 19.06, S8: 19.38, S9: 19.31, S10: 19.00, S11: 19.06, S12: 19.75, S13: 20.13, S14: 20.25, S15: 20.25, S16: 19.94, S17: 20.00, S18: 19.81, S19: 20.06, S20: 20.00.
2025-08-07,19:25:58, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.94, S7: 18.94, S8: 19.38, S9: 19.38, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.19, S15: 20.19, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:26:07, Unidad: C°,S1: 20.31, S2: 19.94, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.38, S9: 19.38, S10: 18.94, S11: 19.19, S12: 19.69, S13: 20.13, S14: 20.19, S15: 20.19, S16: 19.94, S17: 20.00, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:26:16, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.44, S10: 19.00, S11: 19.19, S12: 19.69, S13: 20.06, S14: 20.19, S15: 20.19, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:26:26, Unidad: C°,S1: 20.31, S2: 19.94, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.94, S7: 19.06, S8: 19.31, S9: 19.38, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.19, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:26:35, Unidad: C°,S1: 20.31, S2: 19.94, S3: 20.13, S4: 20.13, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.44, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.19, S15: 20.19, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:26:44, Unidad: C°,S1: 20.31, S2: 19.94, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.44, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.19, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:26:53, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.13, S5: 24.44, S6: 19.00, S7: 19.00, S8: 19.31, S9: 19.38, S10: 18.94, S11: 19.19, S12: 19.69, S13: 20.06, S14: 20.19, S15: 20.19, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:27:02, Unidad: C°,S1: 20.31, S2: 19.94, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.38, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.19, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:27:12, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.06, S11: 19.19, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.94, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:27:21, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.88, S7: 18.94, S8: 19.31, S9: 19.31, S10: 19.06, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.19, S15: 20.19, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:27:30, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.25, S9: 19.38, S10: 19.00, S11: 19.19, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.19, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:27:39, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.88, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.00, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.19, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:27:48, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.13, S4: 20.13, S5: 24.44, S6: 18.94, S7: 19.06, S8: 19.38, S9: 19.38, S10: 19.00, S11: 19.06, S12: 19.69, S13: 20.06, S14: 20.19, S15: 20.19, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:27:57, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.38, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:28:07, Unidad: C°,S1: 20.31, S2: 19.94, S3: 20.13, S4: 20.13, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.00, S11: 18.94, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:28:16, Unidad: C°,S1: 20.19, S2: 19.88, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.38, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.19, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:28:25, Unidad: C°,S1: 20.31, S2: 19.88, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.88, S7: 18.94, S8: 19.31, S9: 19.38, S10: 18.94, S11: 19.06, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:28:34, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.13, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.38, S10: 18.94, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.19, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:28:43, Unidad: C°,S1: 20.19, S2: 19.94, S3: 20.13, S4: 20.19, S5: 24.38, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.38, S10: 19.00, S11: 19.19, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.19, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:28:53, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.06, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:29:02, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.13, S5: 24.38, S6: 18.94, S7: 18.94, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:29:11, Unidad: C°,S1: 20.19, S2: 19.94, S3: 20.13, S4: 20.13, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.00, S11: 18.94, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:29:20, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.13, S4: 20.19, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.25, S10: 19.00, S11: 19.06, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:29:29, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.13, S4: 20.13, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.38, S9: 19.31, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:29:38, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.06, S4: 20.13, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:29:48, Unidad: C°,S1: 20.19, S2: 19.94, S3: 20.06, S4: 20.13, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.38, S10: 18.94, S11: 19.00, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.19, S16: 19.81, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:29:57, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.13, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.06, S11: 19.06, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:30:06, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.06, S4: 20.19, S5: 24.44, S6: 18.94, S7: 18.94, S8: 19.31, S9: 19.38, S10: 19.00, S11: 19.00, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:30:15, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.06, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.38, S10: 18.94, S11: 19.00, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:30:24, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.13, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:30:34, Unidad: C°,S1: 20.19, S2: 19.94, S3: 20.06, S4: 20.13, S5: 24.38, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.38, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:30:43, Unidad: C°,S1: 20.19, S2: 19.88, S3: 20.06, S4: 20.13, S5: 24.44, S6: 18.88, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.00, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:30:52, Unidad: C°,S1: 20.19, S2: 19.94, S3: 20.06, S4: 20.19, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.13, S12: 19.63, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:31:01, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.06, S4: 20.19, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.38, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:31:10, Unidad: C°,S1: 20.19, S2: 19.88, S3: 20.06, S4: 20.19, S5: 24.44, S6: 18.88, S7: 19.00, S8: 19.31, S9: 19.38, S10: 19.06, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:31:19, Unidad: C°,S1: 20.19, S2: 19.94, S3: 20.13, S4: 20.13, S5: 24.38, S6: 18.94, S7: 19.00, S8: 19.25, S9: 19.38, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.94, S18: 19.69, S19: 19.94, S20: 19.94.
2025-08-07,19:31:29, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.13, S4: 20.13, S5: 24.38, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.38, S10: 19.00, S11: 19.13, S12: 19.63, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.94, S18: 19.69, S19: 20.00, S20: 19.94.
2025-08-07,19:31:38, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.06, S4: 20.13, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.31, S10: 18.94, S11: 19.00, S12: 19.69, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.94, S18: 19.69, S19: 19.94, S20: 19.94.
2025-08-07,19:31:47, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.06, S4: 20.13, S5: 24.44, S6: 19.00, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.00, S12: 19.63, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.94, S18: 19.69, S19: 19.94, S20: 19.94.
2025-08-07,19:31:56, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.06, S4: 20.13, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.38, S10: 19.00, S11: 19.00, S12: 19.63, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 19.94, S20: 19.88.
2025-08-07,19:32:05, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.13, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.25, S10: 19.00, S11: 19.00, S12: 19.63, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.88.
2025-08-07,19:32:14, Unidad: C°,S1: 20.19, S2: 19.88, S3: 20.06, S4: 20.13, S5: 24.44, S6: 18.94, S7: 18.94, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.00, S12: 19.63, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.69, S19: 19.94, S20: 19.88.
2025-08-07,19:32:24, Unidad: C°,S1: 20.19, S2: 19.88, S3: 20.06, S4: 20.13, S5: 24.38, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.31, S10: 18.94, S11: 19.13, S12: 19.63, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.94, S18: 19.69, S19: 19.94, S20: 19.88.
2025-08-07,19:32:33, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.06, S4: 20.19, S5: 24.44, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.19, S12: 19.69, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.63, S19: 20.00, S20: 19.88.
2025-08-07,19:32:42, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.06, S4: 20.19, S5: 24.44, S6: 18.88, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.19, S12: 19.63, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.63, S19: 19.94, S20: 19.88.
2025-08-07,19:32:51, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.13, S4: 20.13, S5: 24.38, S6: 18.88, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.19, S12: 19.63, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.63, S19: 19.94, S20: 19.88.
2025-08-07,19:33:00, Unidad: C°,S1: 20.19, S2: 19.94, S3: 20.06, S4: 20.13, S5: 24.38, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.38, S10: 19.00, S11: 19.00, S12: 19.63, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.88, S18: 19.63, S19: 19.94, S20: 19.88.
2025-08-07,19:33:10, Unidad: C°,S1: 20.19, S2: 19.88, S3: 20.06, S4: 20.13, S5: 24.38, S6: 18.88, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.00, S12: 19.63, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.94, S18: 19.63, S19: 19.94, S20: 19.88.
2025-08-07,19:33:19, Unidad: C°,S1: 20.19, S2: 19.88, S3: 20.06, S4: 20.19, S5: 24.38, S6: 18.94, S7: 19.06, S8: 19.25, S9: 19.38, S10: 19.00, S11: 19.13, S12: 19.63, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.88, S18: 19.63, S19: 19.94, S20: 19.88.
2025-08-07,19:33:28, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.06, S5: 24.38, S6: 18.94, S7: 19.00, S8: 19.25, S9: 19.31, S10: 19.00, S11: 19.00, S12: 19.63, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.88, S18: 19.63, S19: 19.94, S20: 19.88.
2025-08-07,19:33:37, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.13, S4: 20.19, S5: 24.38, S6: 18.94, S7: 19.00, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.13, S12: 19.63, S13: 20.06, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.88, S18: 19.63, S19: 19.94, S20: 19.88.
2025-08-07,19:33:46, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.06, S4: 20.13, S5: 24.38, S6: 18.94, S7: 19.06, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.13, S12: 19.69, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.88, S18: 19.63, S19: 19.94, S20: 19.88.
2025-08-07,19:33:55, Unidad: C°,S1: 20.19, S2: 19.81, S3: 20.06, S4: 20.13, S5: 24.38, S6: 19.00, S7: 19.00, S8: 19.25, S9: 19.25, S10: 19.00, S11: 19.19, S12: 19.69, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.88, S18: 19.63, S19: 19.94, S20: 19.88.
2025-08-07,19:34:05, Unidad: C°,S1: 20.19, S2: 19.88, S3: 20.06, S4: 20.13, S5: 24.38, S6: 18.94, S7: 19.06, S8: 19.31, S9: 19.31, S10: 19.00, S11: 19.00, S12: 19.63, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.88, S18: 19.63, S19: 19.94, S20: 19.88.
2025-08-07,19:34:14, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.13, S4: 20.13, S5: 24.31, S6: 19.00, S7: 19.00, S8: 19.25, S9: 19.31, S10: 19.00, S11: 19.19, S12: 19.63, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.88.
2025-08-07,19:34:23, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.06, S4: 20.19, S5: 24.38, S6: 19.00, S7: 19.06, S8: 19.31, S9: 19.31, S10: 19.06, S11: 19.19, S12: 19.69, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.88, S18: 19.63, S19: 19.94, S20: 19.81.
2025-08-07,19:34:32, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.06, S4: 20.13, S5: 24.38, S6: 19.00, S7: 19.06, S8: 19.31, S9: 19.31, S10: 19.06, S11: 19.25, S12: 19.63, S13: 20.00, S14: 20.13, S15: 20.06, S16: 19.81, S17: 19.88, S18: 19.63, S19: 19.94, S20: 19.81.
2025-08-07,19:34:41, Unidad: C°,S1: 20.25, S2: 19.88, S3: 20.06, S4: 20.19, S5: 24.38, S6: 19.00, S7: 19.06, S8: 19.38, S9: 19.38, S10: 19.06, S11: 19.25, S12: 19.69, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.88, S17: 19.88, S18: 19.63, S19: 19.94, S20: 19.88.
2025-08-07,19:34:51, Unidad: C°,S1: 20.31, S2: 20.00, S3: 20.06, S4: 20.13, S5: 24.31, S6: 19.06, S7: 19.06, S8: 19.38, S9: 19.31, S10: 19.00, S11: 19.25, S12: 19.69, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.88.
2025-08-07,19:35:00, Unidad: C°,S1: 20.31, S2: 19.94, S3: 20.13, S4: 20.19, S5: 24.38, S6: 19.00, S7: 19.06, S8: 19.31, S9: 19.38, S10: 19.06, S11: 19.25, S12: 19.69, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
2025-08-07,19:35:09, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.13, S5: 24.44, S6: 19.00, S7: 19.13, S8: 19.31, S9: 19.31, S10: 19.06, S11: 19.06, S12: 19.69, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
2025-08-07,19:35:18, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.13, S4: 20.13, S5: 24.44, S6: 19.00, S7: 19.06, S8: 19.31, S9: 19.31, S10: 19.13, S11: 19.25, S12: 19.69, S13: 20.00, S14: 20.06, S15: 20.13, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
2025-08-07,19:35:27, Unidad: C°,S1: 20.19, S2: 19.94, S3: 20.06, S4: 20.13, S5: 24.38, S6: 19.06, S7: 19.13, S8: 19.31, S9: 19.31, S10: 19.06, S11: 19.25, S12: 19.63, S13: 20.00, S14: 20.13, S15: 20.13, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
2025-08-07,19:35:36, Unidad: C°,S1: 20.19, S2: 19.88, S3: 20.13, S4: 20.13, S5: 24.38, S6: 19.00, S7: 19.13, S8: 19.31, S9: 19.38, S10: 19.06, S11: 19.13, S12: 19.63, S13: 20.00, S14: 20.06, S15: 20.06, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
2025-08-07,19:35:46, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.06, S4: 20.19, S5: 24.44, S6: 19.00, S7: 19.06, S8: 19.31, S9: 19.31, S10: 19.13, S11: 19.25, S12: 19.69, S13: 20.00, S14: 20.13, S15: 20.06, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.88.
2025-08-07,19:35:55, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.06, S4: 20.13, S5: 24.44, S6: 19.06, S7: 19.13, S8: 19.31, S9: 19.31, S10: 19.06, S11: 19.13, S12: 19.63, S13: 20.00, S14: 20.06, S15: 20.13, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
2025-08-07,19:36:04, Unidad: C°,S1: 20.19, S2: 19.94, S3: 20.06, S4: 20.13, S5: 24.38, S6: 19.06, S7: 19.13, S8: 19.31, S9: 19.38, S10: 19.06, S11: 19.19, S12: 19.63, S13: 20.00, S14: 20.06, S15: 20.06, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
2025-08-07,19:36:13, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.06, S4: 20.19, S5: 24.38, S6: 19.00, S7: 19.13, S8: 19.31, S9: 19.38, S10: 19.13, S11: 19.25, S12: 19.63, S13: 20.00, S14: 20.06, S15: 20.06, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
2025-08-07,19:36:22, Unidad: C°,S1: 20.25, S2: 19.94, S3: 20.06, S4: 20.13, S5: 24.38, S6: 19.06, S7: 19.13, S8: 19.38, S9: 19.38, S10: 19.13, S11: 19.19, S12: 19.63, S13: 20.00, S14: 20.13, S15: 20.06, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
2025-08-07,19:36:32, Unidad: C°,S1: 20.19, S2: 19.94, S3: 20.06, S4: 20.13, S5: 24.44, S6: 19.00, S7: 19.13, S8: 19.31, S9: 19.38, S10: 19.06, S11: 19.25, S12: 19.63, S13: 20.00, S14: 20.06, S15: 20.06, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
2025-08-07,19:36:41, Unidad: C°,S1: 20.19, S2: 19.88, S3: 20.13, S4: 20.13, S5: 24.44, S6: 19.00, S7: 19.06, S8: 19.31, S9: 19.31, S10: 19.13, S11: 19.13, S12: 19.63, S13: 20.00, S14: 20.13, S15: 20.06, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
2025-08-07,19:36:50, Unidad: C°,S1: 20.19, S2: 19.88, S3: 20.06, S4: 20.13, S5: 24.38, S6: 19.00, S7: 19.13, S8: 19.31, S9: 19.31, S10: 19.13, S11: 19.19, S12: 19.63, S13: 20.00, S14: 20.06, S15: 20.13, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
2025-08-07,19:36:59, Unidad: C°,S1: 20.19, S2: 19.88, S3: 20.06, S4: 20.13, S5: 24.38, S6: 18.94, S7: 19.06, S8: 19.38, S9: 19.31, S10: 19.06, S11: 19.13, S12: 19.63, S13: 20.00, S14: 20.06, S15: 20.06, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
2025-08-07,19:37:08, Unidad: C°,S1: 20.19, S2: 19.88, S3: 20.06, S4: 20.13, S5: 24.38, S6: 19.00, S7: 19.13, S8: 19.31, S9: 19.31, S10: 19.06, S11: 19.13, S12: 19.63, S13: 20.00, S14: 20.06, S15: 20.06, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
2025-08-07,19:37:17, Unidad: C°,S1: 20.13, S2: 19.88, S3: 20.06, S4: 20.06, S5: 24.44, S6: 18.94, S7: 19.13, S8: 19.31, S9: 19.31, S10: 19.06, S11: 19.25, S12: 19.63, S13: 20.00, S14: 20.06, S15: 20.06, S16: 19.81, S17: 19.88, S18: 19.69, S19: 19.94, S20: 19.81.
